S. No.,tracking_id,cluster,lat,lng
1168,UID1000189759,1,12.9467762,77.5428857
1169,UID1000189760,1,12.9480907,77.5424222
1170,UID1000189762,1,12.9543,77.5788
1171,UID1000189763,1,12.9522343,77.5782568
1172,UID1000189764,1,12.9523,77.5775
1173,UID1000189765,1,12.9564227,77.575962
1174,UID1000189766,1,12.9564268,77.5759535
1175,UID1000189767,1,12.9564881,77.5761625
1176,UID1000189769,1,12.9560954,77.5762373
1177,UID1000189770,1,12.956,77.5761
1178,UID1000189771,1,12.9560035,77.5760988
1179,UID1000189772,1,12.956,77.5761
1180,UID1000189773,1,12.9563,77.5762
1181,UID1000189774,1,12.9564,77.5762
1182,UID1000189880,1,12.9094562,77.5714601
1183,UID1000189881,1,12.9092099,77.571448
1184,UID1000189882,1,12.9086678,77.571247
1185,UID1000189883,1,12.9523438,77.5775352
1186,UID1000189884,1,12.925343,77.5576564
1187,UID1000189885,1,12.9253427,77.5576674
1188,UID1000189886,1,12.9564,77.576
1189,UID1000189887,1,12.9564,77.5762
1190,UID1000189888,1,12.9564728,77.5762272
1191,UID1000189889,1,12.9563,77.5762
1192,UID1000189890,1,12.9562,77.5762
1193,UID1000189891,1,12.9561,77.5761
1194,UID1000189892,1,12.956,77.5761
1195,UID1000189893,1,12.9559665,77.576156
1196,UID1000189894,1,12.9564,77.5763
1197,UID1000189895,1,12.9522,77.5782
1198,UID1000189897,1,12.9567,77.5563
1199,UID1000189898,1,12.954,77.5581
1200,UID1000189899,1,12.9541,77.5582
1201,UID1000189900,1,12.9535,77.5584
1202,UID1000189903,1,12.9545,77.5623
1203,UID1000189904,1,12.9577,77.5612
1204,UID1000189905,1,12.9581,77.5592
1205,UID1000189906,1,12.9581,77.5591
1206,UID1000190174,1,12.9446,77.5415
1207,UID1000190175,1,12.9453,77.5415
1208,UID1000190176,1,12.9453,77.5415
1209,UID1000190177,1,12.9463,77.542
1210,UID1000190178,1,12.9462,77.5419
1211,UID1000190179,1,12.9462,77.5426
1212,UID1000190180,1,12.9457,77.5436
1213,UID1000190181,1,12.9457,77.5436
1214,UID1000190182,1,12.9476,77.5438
1215,UID1000190183,1,12.9546,77.5626
1216,UID1000190184,1,12.9539968,77.563776
1217,UID1000190185,1,12.954,77.5639
1218,UID1000190186,1,12.95406,77.5647928
1219,UID1000190187,1,12.9535,77.5652
1220,UID1000190188,1,12.9509382,77.5635695
1221,UID1000190189,1,12.9533,77.5619
1222,UID1000190190,1,12.9533,77.5613
1223,UID1000190191,1,12.9516,77.5464
1224,UID1000190192,1,12.9502,77.5497
1225,UID1000190193,1,12.9503246,77.5496704
1226,UID1000190194,1,12.9446,77.5479
1227,UID1000190195,1,12.9448387,77.5467653
1228,UID1000190196,1,12.9438,77.5451
1229,UID1000190197,1,12.9423,77.5484
1230,UID1000190198,1,12.9438959,77.5486568
1231,UID1000190199,1,12.9451,77.5488
1232,UID1000190200,1,12.9488079,77.5492803
1233,UID1000190464,1,12.9453,77.5488
1234,UID1000190465,1,12.9453,77.5488
1235,UID1000190466,1,12.9458,77.5489
1236,UID1000190467,1,12.9487,77.5487
1237,UID1000190468,1,12.9489,77.5484
1238,UID1000190498,1,12.9465,77.5457
1239,UID1000190499,1,12.9398,77.553
1240,UID1000190500,1,12.94,77.5515
1241,UID1000190501,1,12.9397,77.5513
1242,UID1000190502,1,12.9349,77.5496
1243,UID1000190503,1,12.934,77.5503
1244,UID1000190514,1,12.9215,77.547
1245,UID1000190515,1,12.9214,77.548
1246,UID1000190516,1,12.9221,77.5472
1247,UID1000190517,1,12.942,77.5511
1248,UID1000190518,1,12.942,77.551
1249,UID1000190519,1,12.9422,77.5494
1250,UID1000190521,1,12.9427,77.5481
1251,UID1000190522,1,12.9431,77.5481
1252,UID1000190524,1,12.9407,77.5495
1253,UID1000190526,1,12.941,77.5473
1254,UID1000190527,1,12.941,77.5473
1255,UID1000190529,1,12.9401,77.5515
1256,UID1000190530,1,12.9383,77.5525
1257,UID1000190531,1,12.9369,77.5527
1258,UID1000190532,1,12.9386,77.5531
1259,UID1000190533,1,12.9396,77.5509
1260,UID1000190534,1,12.9392,77.5522
1261,UID1000190536,1,12.9359,77.5589
1262,UID1000190537,1,12.93,77.5712
1263,UID1000190538,1,12.9303,77.5712
1264,UID1000190539,1,12.9311,77.5713
1265,UID1000190540,1,12.9325,77.5714
1266,UID1000190541,1,12.9334,77.5714
1267,UID1000190542,1,12.9333,77.5715
1268,UID1000190543,1,12.9426,77.5643
1269,UID1000190544,1,12.9417,77.5627
1270,UID1000190547,1,12.9389,77.5639
1271,UID1000190548,1,12.9385,77.5649
1272,UID1000190549,1,12.937,77.5688
1273,UID1000190550,1,12.9369,77.5688
1274,UID1000190551,1,12.9161,77.5719
1275,UID1000190552,1,12.9161,77.5705
1276,UID1000190553,1,12.915975,77.5707917
1277,UID1000190554,1,12.9154,77.5719
1278,UID1000190555,1,12.9151804,77.5717642
1279,UID1000190556,1,12.9153,77.5717
1280,UID1000190557,1,12.9157795,77.5721146
1281,UID1000190558,1,12.9151,77.5726
1282,UID1000190559,1,12.9156,77.5727
1283,UID1000190560,1,12.9155,77.572
1284,UID1000190561,1,12.9156,77.572
1285,UID1000190562,1,12.9155,77.5719
1286,UID1000190564,1,12.9125,77.5721
1287,UID1000190565,1,12.913,77.5714
1288,UID1000190566,1,12.9126,77.571
1289,UID1000190567,1,12.9118083,77.5712417
1290,UID1000190576,1,12.9485,77.5501
1291,UID1000190577,1,12.9483,77.5509
1292,UID1000190578,1,12.9472492,77.5506928
1293,UID1000190579,1,12.9461,77.5505
1294,UID1000190580,1,12.9461114,77.5508156
1295,UID1000190581,1,12.9448,77.5515
1296,UID1000190583,1,12.9485511,77.5525304
1297,UID1000190585,1,12.9509098,77.552648
1298,UID1000191028,1,12.9319,77.5674
1299,UID1000191029,1,12.9319,77.5674
1300,UID1000191030,1,12.9349,77.5694
1301,UID1000191031,1,12.9342594,77.569451
1302,UID1000191032,1,12.9337,77.5692
1303,UID1000191033,1,12.9486,77.5614
1304,UID1000191034,1,12.9486,77.5616
1305,UID1000191036,1,12.9262108,77.5483191
1306,UID1000191038,1,12.9337,77.5416
1307,UID1000191040,1,12.9333,77.5429
1308,UID1000191041,1,12.9342,77.5364
1309,UID1000191042,1,12.934125,77.536205
1310,UID1000191043,1,12.9331,77.536
1311,UID1000191044,1,12.9329,77.537
1312,UID1000191045,1,12.9332033,77.5381717
1313,UID1000191046,1,12.9491,77.5538
1314,UID1000191047,1,12.9513,77.5523
1315,UID1000191048,1,12.9522,77.5536
1316,UID1000191277,1,12.9329,77.5548
1317,UID1000191278,1,12.9424,77.558
1318,UID1000191279,1,12.9485433,77.5610154
1319,UID1000191280,1,12.95,77.5569
1320,UID1000191281,1,12.9503,77.5561
1321,UID1000191283,1,12.9522,77.5537
1322,UID1000191284,1,12.9537264,77.5550365
1323,UID1000191285,1,12.9551,77.5566
1324,UID1000191286,1,12.9563,77.5564
1325,UID1000191287,1,12.957,77.5549
1326,UID1000191288,1,12.9567,77.5553
1327,UID1000191289,1,12.9507,77.551
1328,UID1000191300,1,12.9659,77.5904
1329,UID1000191301,1,12.9662,77.5918
1330,UID1000191302,1,12.9666,77.59
1331,UID1000191304,1,12.966,77.5916
1332,UID1000191305,1,12.966,77.5924
1333,UID1000191306,1,12.9672,77.592
1334,UID1000191307,1,12.9675,77.5926
1335,UID1000191308,1,12.9674,77.5926
1336,UID1000191309,1,12.9657,77.5929
1337,UID1000191310,1,12.9643,77.5924
1338,UID1000191311,1,12.9604,77.5897
1339,UID1000191312,1,12.9603,77.5895
1340,UID1000191313,1,12.9593,77.5903
1341,UID1000191314,1,12.9604,77.5912
1342,UID1000191315,1,12.9606,77.592
1343,UID1000191316,1,12.9604,77.5927
1344,UID1000191317,1,12.9604,77.5928
1345,UID1000191318,1,12.9141,77.5605
1346,UID1000191319,1,12.9156,77.5613
1347,UID1000191320,1,12.9159,77.5615
1348,UID1000191321,1,12.9151,77.5629
1349,UID1000191322,1,12.9151,77.5631
1350,UID1000191323,1,12.9154,77.562
1351,UID1000191324,1,12.9151,77.5629
1352,UID1000191325,1,12.9153,77.562
1353,UID1000191326,1,12.9152,77.5621
1354,UID1000191328,1,12.9498,77.5942
1355,UID1000191329,1,12.9511,77.5954
1356,UID1000191330,1,12.9513,77.5952
1357,UID1000191331,1,12.9475,77.5936
1358,UID1000191332,1,12.947635,77.5936983
1359,UID1000191333,1,12.9472,77.5931
1360,UID1000191334,1,12.9465,77.5923
1361,UID1000191335,1,12.9464,77.5922
1362,UID1000191336,1,12.9459,77.592
1363,UID1000191337,1,12.9459,77.592
1364,UID1000191338,1,12.946,77.5922
1365,UID1000191339,1,12.9458,77.5921
1366,UID1000191340,1,12.9454,77.5921
1367,UID1000191341,1,12.9456,77.5924
1368,UID1000191342,1,12.9463,77.5917
1369,UID1000191343,1,12.9464,77.5915
1370,UID1000191679,1,12.9488,77.5561
1371,UID1000191680,1,12.9484,77.5574
1372,UID1000191681,1,12.9105,77.5554
1373,UID1000191682,1,12.9101,77.5553
1374,UID1000191683,1,12.9099,77.5556
1375,UID1000191684,1,12.9099,77.5559
1376,UID1000191685,1,12.9096,77.5573
1377,UID1000191686,1,12.9098,77.5551
1378,UID1000191687,1,12.9096,77.5549
1379,UID1000191688,1,12.9068,77.5537
1380,UID1000191689,1,12.9087,77.5486
1381,UID1000191690,1,12.9088,77.5489
1382,UID1000191692,1,12.9126,77.551
1383,UID1000191693,1,12.913,77.5508
1384,UID1000191694,1,12.914,77.55
1385,UID1000191695,1,12.9141,77.55
1386,UID1000191696,1,12.9167,77.5507
1387,UID1000191697,1,12.917,77.5505
1388,UID1000191698,1,12.919,77.5514
1389,UID1000191699,1,12.9226,77.5499
1390,UID1000191701,1,12.9347,77.5632
1391,UID1000191702,1,12.9464,77.5559
1392,UID1000191703,1,12.9463,77.5558
1393,UID1000191704,1,12.9485,77.5575
1394,UID1000191705,1,12.9485,77.5574
1395,UID1000191706,1,12.9487,77.5566
1396,UID1000191707,1,12.9488,77.5561
1397,UID1000191718,1,12.9148,77.571
1398,UID1000191719,1,12.941,77.5642
1399,UID1000191720,1,12.9445,77.5716
1400,UID1000191721,1,12.9458,77.572
1401,UID1000191723,1,12.9444,77.5677
1402,UID1000191724,1,12.9436,77.5673
1403,UID1000191725,1,12.9436,77.5643
1404,UID1000191726,1,12.9418,77.5627
1405,UID1000191729,1,12.9152717,77.57166
1406,UID1000191730,1,12.9149,77.5712
1407,UID1000191731,1,12.9147617,77.571045
1408,UID1000191732,1,12.9149,77.5708
1409,UID1000191733,1,12.9142,77.5707
1410,UID1000191734,1,12.9143,77.5706
1411,UID1000191735,1,12.9161,77.5709
1412,UID1000191736,1,12.9158,77.5706
1413,UID1000191737,1,12.9114146,77.5701639
1414,UID1000191738,1,12.9107,77.5702
1415,UID1000191739,1,12.9136,77.5672
1416,UID1000191740,1,12.9148,77.5678
1417,UID1000192807,1,12.9566645,77.587306
1418,UID1000192809,1,12.9475,77.5983
1419,UID1000192810,1,12.9465,77.5405
1420,UID1000192891,1,12.916,77.5707
1421,UID1000192892,1,12.9152,77.5718
1422,UID1000192893,1,12.9483,77.5545
1423,UID1000192934,1,12.9488,77.5541
1424,UID1000192935,1,12.9465,77.556
1425,UID1000192936,1,12.9379,77.5568
1426,UID1000192938,1,12.9359,77.5716
1427,UID1000192939,1,12.9359,77.5717
1428,UID1000192940,1,12.9365,77.5718
1429,UID1000192941,1,12.9497,77.5961
1430,UID1000192942,1,12.9488,77.5981
1431,UID1000192943,1,12.9487,77.5982
1432,UID1000192944,1,12.9509,77.5993
1433,UID1000192945,1,12.9509,77.5996
1434,UID1000192946,1,12.9485,77.6009
1435,UID1000192947,1,12.9467,77.5458
1436,UID1000192948,1,12.9286,77.5623
1437,UID1000192974,1,12.946,77.592
1438,UID1000192975,1,12.9461,77.592
1439,UID1000192976,1,12.9318894,77.5676179
1440,UID1000193155,1,12.9423,77.5928
1441,UID1000193156,1,12.9433,77.5947
1442,UID1000193157,1,12.944,77.5946
1443,UID1000193158,1,12.9451,77.5951
1444,UID1000193159,1,12.9447,77.5946
1445,UID1000193160,1,12.9429,77.5932
1446,UID1000193161,1,12.9423,77.5929
1447,UID1000193188,1,12.945,77.5947
1448,UID1000193189,1,12.9439,77.5946
1449,UID1000193190,1,12.9429,77.5934
1450,UID1000193191,1,12.9443,77.5935
1451,UID1000193192,1,12.9442,77.5932
1452,UID1000193193,1,12.9441,77.5926
1453,UID1000193665,1,12.9443,77.593
1454,UID1000193666,1,12.9441876,77.5932299
1455,UID1000193667,1,12.9443,77.5923
1456,UID1000193668,1,12.9443,77.5922
1457,UID1000193669,1,12.9441,77.5937
1458,UID1000193670,1,12.9442,77.5936
1459,UID1000193672,1,12.9286,77.5622
1460,UID1000193673,1,12.947,77.5455
1461,UID1000193674,1,12.9481,77.5425
1462,UID1000193675,1,12.947,77.5454
1463,UID1000193676,1,12.9443,77.5672
1464,UID1000193677,1,12.946,77.5919
1465,UID1000193678,1,12.9442,77.5941
1466,UID1000193679,1,12.9505,77.6004
1467,UID1000193680,1,12.95,77.6006
1468,UID1000193681,1,12.95,77.6012
1469,UID1000193743,1,12.9174,77.5623
1470,UID1000193744,1,12.9159256,77.5713619
1471,UID1000193775,1,12.9153,77.5717
1472,UID1000193776,1,12.9186,77.5541
1473,UID1000193778,1,12.935,77.5462
1474,UID1000193779,1,12.9454,77.5435
1475,UID1000193780,1,12.9459,77.5434
1476,UID1000193781,1,12.9463,77.5419
1477,UID1000193782,1,12.9409,77.5383
1478,UID1000193786,1,12.9509,77.5997
1479,UID1000193828,1,12.9182244,77.5560829
1480,UID1000193829,1,12.9572,77.5894
1481,UID1000193831,1,12.9571,77.5902
1482,UID1000193833,1,12.9122,77.5708
1483,UID1000193834,1,12.912,77.5716
1484,UID1000193835,1,12.9123,77.5709
1485,UID1000193836,1,12.9323,77.5558
1486,UID1000193837,1,12.9325,77.5714
1487,UID1000193838,1,12.9322,77.5711
1488,UID1000193839,1,12.9312,77.5725
1489,UID1000193887,1,12.9557,77.576
1490,UID1000193888,1,12.9554,77.576
1491,UID1000193889,1,12.9523,77.5776
1492,UID1000193890,1,12.964,77.5906
1493,UID1000193891,1,12.9662,77.592
1494,UID1000193892,1,12.957444,77.5891732
1495,UID1000193893,1,12.9572,77.5895
1496,UID1000193894,1,12.957294,77.5895323
1497,UID1000193895,1,12.9572,77.5901
1498,UID1000193896,1,12.947,77.545
1499,UID1000193897,1,12.9477,77.5434
1500,UID1000193898,1,12.9392,77.5615
1501,UID1000193899,1,12.9307,77.57
1502,UID1000193900,1,12.9531,77.5648
1503,UID1000193901,1,12.9532,77.5647
1504,UID1000193902,1,12.9535,77.565
1505,UID1000193903,1,12.9535,77.565
1506,UID1000193904,1,12.9536,77.5652
1507,UID1000193905,1,12.9605,77.5898
1508,UID1000193928,1,12.9667,77.5919
1509,UID1000193929,1,12.9093,77.5583
1510,UID1000193930,1,12.9096,77.5577
1511,UID1000193931,1,12.9351,77.5688
1512,UID1000193932,1,12.9365,77.5562
1513,UID1000193934,1,12.9321,77.5673
1514,UID1000193935,1,12.947,77.5406
1515,UID1000193936,1,12.9377,77.5549
1516,UID1000193937,1,12.9642,77.5937
1517,UID1000193938,1,12.9599,77.5915
1518,UID1000194880,1,12.9265122,77.5576806
1519,UID1000194881,1,12.9115356,77.5702484
1520,UID1000196145,1,12.9134727,77.57085
1521,UID1000196146,1,12.91254,77.5708934
1522,UID1000196147,1,12.9122486,77.5708375
1523,UID1000196148,1,12.9111792,77.5713751
1524,UID1000196149,1,12.9111601,77.571372
1525,UID1000196150,1,12.912905,77.5715433
1526,UID1000196151,1,12.9142067,77.5714183
1527,UID1000196152,1,12.9150633,77.5708248
1528,UID1000196153,1,12.9151985,77.571749
1529,UID1000196154,1,12.9154717,77.5718767
1530,UID1000196155,1,12.9160295,77.5720694
1531,UID1000196156,1,12.9320383,77.55968
1532,UID1000196157,1,12.9329072,77.5599935
1533,UID1000196158,1,12.93303,77.560465
1534,UID1000196159,1,12.9321633,77.56108
1535,UID1000196160,1,12.9319417,77.5617941
1536,UID1000196161,1,12.9319717,77.5618783
1537,UID1000196162,1,12.9315867,77.5619295
1538,UID1000196163,1,12.9318604,77.5621115
1539,UID1000196164,1,12.9318922,77.5619577
1540,UID1000196165,1,12.9172988,77.5727611
1541,UID1000196166,1,12.91534,77.5723733
1542,UID1000196167,1,12.9619681,77.576554
1543,UID1000196168,1,12.9623657,77.5760993
1544,UID1000196169,1,12.9625374,77.5762347
1545,UID1000196170,1,12.9618375,77.5772215
1546,UID1000196171,1,12.9602448,77.5784963
1547,UID1000196172,1,12.9607196,77.5782574
1548,UID1000196173,1,12.933416,77.5714803
1549,UID1000196174,1,12.9352475,77.5717192
1550,UID1000196175,1,12.9392502,77.5718741
1551,UID1000196177,1,12.9369489,77.5723922
1552,UID1000196178,1,12.9332901,77.5714861
1553,UID1000196181,1,12.933935,77.5736573
1554,UID1000196182,1,12.937762,77.5718632
1555,UID1000196256,1,12.9545897,77.5549207
1556,UID1000196257,1,12.9550767,77.5566118
1557,UID1000196258,1,12.955209,77.556736
1558,UID1000196301,1,12.9441642,77.5936317
1559,UID1000196302,1,12.9442439,77.5924383
1560,UID1000196303,1,12.9452505,77.592467
1561,UID1000196304,1,12.9452547,77.5924627
1562,UID1000196305,1,12.94591,77.591835
1563,UID1000196306,1,12.9464924,77.5914169
1564,UID1000196307,1,12.9443117,77.5921133
1565,UID1000196308,1,12.9464833,77.5910967
1566,UID1000196309,1,12.9460833,77.5909517
1567,UID1000196310,1,12.9557775,77.557275
1568,UID1000196311,1,12.9557928,77.5572752
1569,UID1000196312,1,12.9572928,77.5537039
1570,UID1000196314,1,12.9458485,77.5922451
1571,UID1000196316,1,12.9436394,77.5935572
1572,UID1000196319,1,12.944442,77.5922479
1573,UID1000196350,1,12.9521077,77.5527814
1574,UID1000196351,1,12.9525512,77.5529819
1575,UID1000196352,1,12.9554848,77.551405
1576,UID1000196353,1,12.9550933,77.5504967
1577,UID1000196354,1,12.9555722,77.5502541
1578,UID1000196355,1,12.95575,77.55328
1579,UID1000196356,1,12.9566384,77.5540655
1580,UID1000196357,1,12.9567205,77.553905
1581,UID1000196358,1,12.9520675,77.5527902
1582,UID1000196359,1,12.9529103,77.5528733
1583,UID1000196360,1,12.9559594,77.5519923
1584,UID1000196361,1,12.9552444,77.5508705
1585,UID1000196362,1,12.955148,77.550324
1586,UID1000196364,1,12.9565684,77.5539669
1587,UID1000196420,1,12.9559,77.5540017
1588,UID1000196421,1,12.9557633,77.5540867
1589,UID1000196422,1,12.9540017,77.552365
1590,UID1000196423,1,12.9602533,77.553695
1591,UID1000196424,1,12.9555343,77.5536658
1592,UID1000196425,1,12.9593773,77.5522959
1593,UID1000196426,1,12.9601541,77.5537586
1594,UID1000196427,1,12.932058,77.5528111
1595,UID1000196430,1,12.9441101,77.5484789
1596,UID1000196432,1,12.9439149,77.5461692
1597,UID1000196433,1,12.9439476,77.5465244
1598,UID1000196434,1,12.918182,77.5670145
1599,UID1000196435,1,12.9174408,77.5666951
1600,UID1000196436,1,12.9515776,77.5537962
1601,UID1000196437,1,12.9522586,77.5537046
1602,UID1000189902,1,12.9534,77.5617
1603,UID1000190584,1,12.9503,77.5526
1604,UID1000193777,1,12.9193,77.5524
1605,UID1000189348,1,12.9485,77.599
1606,UID1000190523,1,12.944,77.5487
1607,UID1000190535,1,12.9391,77.5522
1608,UID1000185731,1,12.9541,77.5489
1609,UID1000185757,1,12.9316,77.5513
1610,UID1000189896,1,12.9472,77.5688
1611,UID1000189901,1,12.954,77.5609
1612,UID1000190512,1,12.9274,77.5511
1613,UID1000190513,1,12.9272,77.552
1614,UID1000190520,1,12.9423,77.5483
1615,UID1000190545,1,12.9416,77.5621
1616,UID1000190546,1,12.9382,77.5632
1617,UID1000190582,1,12.9469,77.5527
1618,UID1000191037,1,12.9315117,77.5405683
1619,UID1000191039,1,12.9334,77.542
1620,UID1000191303,1,12.9654,77.5909
1621,UID1000191344,1,12.9469,77.5917
1622,UID1000191691,1,12.9091,77.5492
1623,UID1000191700,1,12.9226,77.5495
1624,UID1000191722,1,12.9464,77.5699
1625,UID1000191727,1,12.9417,77.5614
1626,UID1000189346,1,12.957,77.5894
1627,UID1000192808,1,12.9469,77.5996
1628,UID1000186335,1,12.9391,77.5729
1629,UID1000194876,1,12.9052,77.5687
1630,UID1000042955,1,12.9352,77.5689
1631,UID1000042964,1,12.9321,77.5676
1632,UID1000042965,1,12.932,77.5676
1633,UID1000042981,1,12.9369,77.5715
1634,UID1000042982,1,12.9369,77.5729
1635,UID1000042990,1,12.9094,77.5731
1636,UID1000043013,1,12.8998,77.5728
1637,UID1000043014,1,12.8998,77.5728
1638,UID1000043031,1,12.8912,77.5615
1639,UID1000043037,1,12.9240634,77.5660758
1640,UID1000043039,1,12.8905583,77.5639417
1641,UID1000043042,1,12.9444,77.5577
1642,UID1000043043,1,12.9445,77.5575
1643,UID1000043045,1,12.9433,77.5486
1644,UID1000043053,1,12.9092067,77.5699117
1645,UID1000043067,1,12.9447832,77.556554
1646,UID1000043084,1,12.9033,77.5547
1647,UID1000043094,1,12.9495,77.596
1648,UID1000043110,1,12.9431,77.599
1649,UID1000043118,1,12.9483208,77.5600794
1650,UID1000043129,1,12.9446867,77.5618267
1651,UID1000043142,1,12.9450768,77.5469576
1652,UID1000043156,1,12.9062,77.5697
1653,UID1000043161,1,12.9142,77.5639
1654,UID1000043209,1,12.9156,77.5648
1655,UID1000043223,1,12.9133008,77.5626364
1656,UID1000043233,1,12.9219,77.5507
1657,UID1000043234,1,12.9221448,77.5501999
1658,UID1000043273,1,12.93111,77.5467933
1659,UID1000043288,1,12.9166,77.5595
1660,UID1000043303,1,12.9131537,77.5731286
1661,UID1000043307,1,12.8748,77.5402
1662,UID1000043347,1,12.9144,77.5472
1663,UID1000043348,1,12.9486,77.5576
1664,UID1000043353,1,12.9572731,77.5592953
1665,UID1000043371,1,12.9247117,77.5460082
1666,UID1000043372,1,12.9509399,77.5993238
1667,UID1000043380,1,12.9447417,77.5601117
1668,UID1000043386,1,12.9431,77.5665
1669,UID1000043394,1,12.9416,77.5596
1670,UID1000043395,1,12.89166,77.5603917
1671,UID1000043398,1,12.9423,77.5493
1672,UID1000043405,1,12.9478311,77.543324
1673,UID1000043409,1,12.94786,77.5433433
1674,UID1000043411,1,12.9481828,77.5419901
1675,UID1000043414,1,12.9472216,77.5372217
1676,UID1000043422,1,12.9404948,77.5390478
1677,UID1000043423,1,12.9434,77.5416
1678,UID1000043448,1,12.9388,77.5529
1679,UID1000043449,1,12.9388,77.5529
1680,UID1000043450,1,12.9439167,77.5652467
1681,UID1000043469,1,12.9324,77.5564
1682,UID1000043479,1,12.9283,77.5518
1683,UID1000043485,1,12.9497,77.596
1684,UID1000043495,1,12.9473,77.6007
1685,UID1000043501,1,12.9493,77.6007
1686,UID1000043517,1,12.9498,77.5961
1687,UID1000043531,1,12.9167,77.5512
1688,UID1000043587,1,12.9573,77.5593
1689,UID1000043619,1,12.9183,77.5779
1690,UID1000043668,1,12.9542583,77.5619167
1691,UID1000043678,1,12.9553,77.5575
1692,UID1000043706,1,12.9568,77.5882
1693,UID1000043742,1,12.8746,77.5409
1694,UID1000043747,1,12.8748,77.5398
1695,UID1000043748,1,12.8748,77.5389
1696,UID1000043796,1,12.945,77.5704
1697,UID1000043806,1,12.9561,77.5674
1698,UID1000043826,1,12.9483,77.5509
1699,UID1000043828,1,12.9479,77.5489
1700,UID1000043905,1,12.9417233,77.5593217
1701,UID1000043971,1,12.9605,77.5904
1702,UID1000043990,1,12.9455,77.5383
1703,UID1000044014,1,12.9569,77.5909
1704,UID1000044042,1,12.9033,77.5614
1705,UID1000044062,1,12.9164,77.5691
1706,UID1000044095,1,12.9440291,77.5263857
1707,UID1000044096,1,12.9145,77.5472
1708,UID1000044191,1,12.9148,77.5637
1709,UID1000044199,1,12.8898526,77.5627462
1710,UID1000044203,1,12.9492,77.6002
1711,UID1000044229,1,12.94364,77.5396767
1712,UID1000044317,1,12.9522,77.6022
1713,UID1000044360,1,12.9169,77.5684
1714,UID1000044423,1,12.9061703,77.5697082
1715,UID1000044442,1,12.9578,77.559
1716,UID1000044451,1,12.93686,77.5688567
1717,UID1000044454,1,12.9067,77.5573
1718,UID1000044555,1,12.9552,77.5522
1719,UID1000044593,1,12.9048611,77.5682214
1720,UID1000044607,1,12.9142983,77.5489433
1721,UID1000044658,1,12.9509,77.5995
1722,UID1000044669,1,12.9127,77.573
1723,UID1000072380,1,12.9145,77.5472
1724,UID1000072739,1,12.9265,77.5708
1725,UID1000081561,1,12.9036,77.5677
1726,UID1000082858,1,12.9466,77.6002
1727,UID1000089323,1,12.9421,77.5503
1728,UID1000100371,1,12.941985,77.5547433
1729,UID1000102144,1,12.8841,77.5413
1730,UID1000102220,1,12.8847,77.5414
1731,UID1000104015,1,12.9104,77.5456
1732,UID1000104825,1,12.9036,77.5682
1733,UID1000104978,1,12.9192,77.5779
1734,UID1000125442,1,12.8987,77.5578
1735,UID1000126755,1,12.9071,77.56
1736,UID1000145411,1,12.947,77.5996
1737,UID1000145718,1,12.9281,77.5464
1738,UID1000145907,1,12.9168,77.5607
1739,UID1000185768,1,12.9333588,77.5549675
1740,UID1000185771,1,12.935798,77.5597476
1741,UID1000190525,1,12.9407,77.5498
1742,UID1000190563,1,12.9125,77.5726
1743,UID1000194693,1,12.8761131,77.5354183
1744,UID1000196363,1,12.9562082,77.5540665
1745,UID1000056856,1,12.9616699,77.5205278
1746,UID1000057955,1,12.9880476,77.5270239
1747,UID1000057983,1,12.981411,77.5445962
1748,UID1000058277,1,12.9772053,77.5387991
1749,UID1000064678,1,12.9756798,77.5152918
1750,UID1000058345,1,12.9708,77.5493
1751,UID1000058362,1,12.9708917,77.5491267
1752,UID1000058417,1,12.9748,77.5567
1753,UID1000058418,1,12.9737,77.5533
1754,UID1000058467,1,12.9528118,77.5273545
1755,UID1000065336,1,12.9764467,77.5232646
1756,UID1000058588,1,12.9642288,77.5535089
1757,UID1000058645,1,12.9812,77.5433
1758,UID1000058664,1,12.9727079,77.5496492
1759,UID1000058732,1,12.9811772,77.5441344
1760,UID1000058830,1,12.9737057,77.5616052
1761,UID1000058832,1,12.9709,77.5546
1762,UID1000058849,1,12.9686,77.5555
1763,UID1000058861,1,12.9642465,77.5577985
1764,UID1000059230,1,12.964683,77.554776
1765,UID1000059299,1,12.9614596,77.5465893
1766,UID1000059335,1,12.9641883,77.5527483
1767,UID1000059441,1,12.9592481,77.5432963
1768,UID1000060127,1,12.9818168,77.5288833
1769,UID1000060129,1,12.9905267,77.5266967
1770,UID1000060135,1,12.9839435,77.5286689
1771,UID1000062021,1,12.9696494,77.5521284
1772,UID1000064279,1,12.9779462,77.5311465
1773,UID1000064322,1,12.9616852,77.5466435
1774,UID1000064375,1,12.9558,77.5448
1775,UID1000064382,1,12.9741882,77.5353715
1776,UID1000064706,1,12.9764772,77.5235341
1777,UID1000064680,1,12.9753,77.5613
1778,UID1000064920,1,12.9778802,77.5254011
1779,UID1000064739,1,12.9711494,77.5569405
1780,UID1000064768,1,12.9759,77.5602
1781,UID1000064769,1,12.9754,77.5611
1782,UID1000064830,1,12.9709397,77.5545211
1783,UID1000064834,1,12.9713,77.5613
1784,UID1000064837,1,12.97174,77.560875
1785,UID1000064842,1,12.9755,77.5568
1786,UID1000064873,1,12.9642745,77.5579042
1787,UID1000103293,1,12.9762604,77.5269868
1788,UID1000064922,1,12.9799975,77.5317074
1789,UID1000064933,1,12.9811862,77.5433166
1790,UID1000064937,1,12.9583945,77.5391468
